word,chinese_translation,affect_type,surface_forms,coarse_pos,frequency,review_count,example_context
communicative,善于沟通的,E1_E2_Candidate,communicative,ADJ,3,3,"review_7e2201b48b681475df75ef1a :: Talkeetna Air Taxi was extremely communicative with us that morning and offered us a variety of options for rebooking.
review_e2845ef5222541befc6c35f8 :: Our pilot was very communicative and informative.
review_a656c6b756028f860463f7a4 :: She was very communicative and helped me make sure we'd make the absolute most of our trip."
competent,称职的 / 有能力的,E1_E2_Candidate,competent,ADJ,3,3,"review_10e68422b6a984d268d5ab67 :: Our pilot was very competent and very knowledgeable - turning the aircraft to allow views of everything regardless of the side of the plane where you're seating.
review_60fecab112df9bcc1a6c31f3 :: Piper was competent and knowledgeable.
review_9709658ca472693848c0fd99 :: From my initial contact by phone to the perfect smooth landing back at the Talkteena airstrip, everyone was super nice and competent."
disappointing,令人失望的,E1_E2_Candidate,disappointing,ADJ,3,3,"review_b76e6c2bc278477c91d37c62 :: We made the best of a pretty disappointing and unexpectedly expensive situation, but we will not be trusting TripAdvisor descriptions in the future.
review_0007fe1c2b3216a8645c4245 :: It was a cool experience - but a bit disappointing.
review_5acad42fcb96595910c9a410 :: So disappointing when you travel far from home."
entertaining,引人入胜生动有趣的,E2_Appraisal (Stimulus/Service Attribute),entertaining,ADJ,3,3,"review_df128e035c2e2f5109e3638c :: Our pilot was great and entertaining.
review_52e0f8b0bee4c2cfdd50b4c3 :: Eric, the pilot, was quite entertaining.
review_ed42ef9dc4fa813cfcacdfdb :: Our pilot Mark was phenomenal; very skilled in flying, knowledgeable on the geography of the Grand Canyon, and entertaining."
enthusiastic,热情的 / 充满激情的,E1_E2_Candidate,enthusiastic,ADJ,3,3,"review_da8299d8fba78458a1318905 :: Everyone on this tour, from the pilot to the river guide to the bus driver who took us to our car at the end of the day, was enthusiastic and friendly.
review_f636b160dcd5b8cb35245d33 :: Although he probably had done this in the morning he was enthusiastic as if we were his first party of the day.
review_442bd14270e4cf874af0ab43 :: Taquan runs a great airline, they employ an enthusiastic and knowledgeable staff (including expert guides), and our safety was their priority from start to finish."
excitement,兴奋 / 激动情绪,E1_E2_Candidate,excitement,NOUN,3,2,"review_291988db94de25fedef72be3 :: To add some excitement to our flight, and because we asked him to, he did a flight maneuver with us!
review_291988db94de25fedef72be3 :: All we good was giggle with excitement!
review_a16674769364bddb39438f8b :: From the moment we arrived and were greeted by Gayle Lurenz, we felt like VIPs and our excitement began to build."
famous,著名的 / 享誉的,E1_E2_Candidate,famous,ADJ,3,3,"review_e8ba09c98f233e51030cc9c3 :: we even stopped at the famous El Tovar Hotel and were treated to Hopi Indian dances featuring a darling 3-4 year old I'll never be able to repay my friend for her generosity as this was truly a day I'll always remember ✈️
review_342e110195857bea58aeaba7 :: We saw the whole island, the coffee plantations, Waimea (Grand) Canyon, the famous waterfalls in Jurassic Park, the Na Pali Coast, the beaches and golf courses, Julia Robert's house and even a whale slapping the water with his fluke.
review_6817a71966166352425fc30b :: Our flight circled the Taro fields and waters of Hanalei Bay, where our pilot pointed out some of the homes of the wealthy and famous."
flawless,无瑕的 / 完美的,E2_Appraisal (Stimulus/Service Attribute),flawless,ADJ,3,3,"review_5e434da02b38cf19550a807e :: I wasn't necessarily expecting a bumpy ride but I also never expected it to be so flawless.
review_d18422a17e8d2b9406c1af63 :: Grand Canyon airlines picked us up from the hotel, and took us to the Boulder airport, the company is ridiculously well organized and every thing went flawless, once we landed at the Grand Canyon airport Jerry, the bus driver/tour guide was great, and more than willing to help out with pictures.
review_f71dcbf52b93eb6e5b772372 :: We were group of 14 and the entire flightseeing tour of Misty Fjords was flawless."
genuine,真诚的 / 地道的,E1_E2_Candidate,genuine,ADJ,3,2,"review_93b20d34356a3ffa721dd249 :: Bruce was very informative and genuine in his love for what he does - fly people to see some of the most stunning places on the island.
review_a49c3b4b417661efc807e243 :: Firstly, making a reservation by phone or online via their website is easy, painless, and Ellen replies promptly with the most polite and genuine response.
review_a49c3b4b417661efc807e243 :: Seeing the Napali coast by air turned out to be far better than by water, and having gracious, genuine hosts for our tour made it that much better."
handy,实用的 / 贴心的,E1_E2_Candidate,handy,ADJ|VERB,3,2,"review_e55f985b9a9c0b8f6f16b85a :: He was very handy when we met a mother and cubs on the path both times!
review_e55f985b9a9c0b8f6f16b85a :: Great tour and informative and friendly guide who was handy for close to encounters of the bear kind!
review_f63c57ac2ae27b8085da9201 :: We had a back-pack to stuff items in and it came in handy."
happily,快乐地 / 欣然,E1_E2_Candidate,happily,ADV,3,3,"review_6a37a276cde42d2608622f3e :: We appreciated Maverick's caution and happily drove 2 hours the next day to check this item off our Bucket List.
review_f636b160dcd5b8cb35245d33 :: They were very patient with our 13 yr old who was more interested in flying than the views and although he took more time chatting they happily accommodated him.
review_b560092bfc34feb15f983896 :: We were picked up efficiently and on time from Pier 39, by a friendly and engaging driver, who happily pointed out local sights for us both on the way to Mill Valley, where the seaplane is based and back again."
hoping,期盼 / 希望,E1_E2_Candidate,hoping,VERB,3,3,"review_fa5c178f0540c8c621211eb6 :: We were hoping for a landing on glacier, but due to the weather conditions it was not possible.
review_d3aa33b2ada8580a5b5a3b5d :: We took an 8pm flight in late July hoping to catch a nice sunset in addition to the falls and we were not disappointed (I’m sure it’s getting even better as the days get shorter)!
review_14fb1c381a6cd986fd64e61c :: We spent two days in Talkeetna hoping to do a flight around Mt."
ideal,理想的 / 完美的,E1_E2_Candidate,ideal,ADJ,3,3,"review_2550a6c834378febe4d83d9e :: Bad Luck: My friend and I catched the seats on the back which did not provide an ideal view - I wished this would have been mentioned in advance and would have been taken into acaount in the pricing.
review_0f50928b644eab8e69fd4905 :: However, as a Company they should have keep the statistics or records when was the last glacier landing or the ideal time of Glacier landing chances so customer can plan accordingly.
review_0feea62cebd439414c25d6fc :: Keep in mind this is in the midst of Covid so flying on a plane with 7 strangers who NONE INCLUDING THE PILOT WERE WEARING MASKS is not ideal."
interactive,互动性强的,E1_E2_Candidate,interactive,ADJ,3,3,"review_7b8fca9fb1b20483fadf5af6 :: Capt Josh was very informative and ensured that we all engaged in an interactive conversation.
review_3e1abc7ed002a345eb9524ce :: It could have been more informational and valuable if our pilot was more interactive.
review_da5906a18a3d4524aa1c151f :: The flight was interactive, as if we were flying the plane, Eric informed us on history, geography, and cultural importance on the island."
lasting,持久的 / 深刻的,E1_E2_Candidate,lasting,ADJ|VERB,3,3,"review_1a179dde846fef68cb4332b2 :: I booked a 45 minute sightseeing flight with Seaplane Adventures, as a birthday surprise for my wife and to round off our Californian vacation with a lasting memory.
review_a8e08d3e333554d846e6a0c3 :: Whilst sitting on the lake the tranquility left us with a lasting memory of a wonderful experience.
review_2618b3d35d2154378d6e24e5 :: I took over 200 pictures during the hour which will provide lasting memories of our air tour."
loud,吵闹的 / 噪音大的,E1_E2_Candidate,loud,ADJ,3,2,"review_ae3359d7d7cf2f75db2d5d31 :: Helicopters are loud and I was concerned that my kids would get scared so chose the plane.
review_ae3359d7d7cf2f75db2d5d31 :: Well the plane is also loud but the kids got this sound reducing ear muffs which for some reason my kids liked and kept on.
review_856d2aa6a78e7be940af3eac :: - the hummer tour is really nice and interesting, but really loud."
ominous,不详的 / 不妙的,E1_E2_Candidate,ominous,ADJ,3,2,"review_f1afb11c14a20df3c0e654e1 :: Tony, our pilot, carefully watched an ominous low hanging cloud just over the peak.
review_f1afb11c14a20df3c0e654e1 :: But that ominous cloud never brought any dramatic, sudden weather changes to our location.
review_123bf9f58334923a62ba4371 :: Be aware that harsh weather will sometimes interrupt the tours, so it's a good idea to call ahead if the weather looks ominous."
pleased,感到满意的,E1_E2_Candidate,pleased,ADJ,3,3,"review_9183ae73c73cf93258cee460 :: I am very pleased with the experience.
review_3a562693d0a814861060b2cf :: But after the tour we couldn't have been more pleased.
review_208f19d09967b7a1a0022825 :: Overall I was very pleased with this experience and would do it again in a heart-beat!"
reasonable,合理的 / 公道的,E1_E2_Candidate,reasonable,ADJ,3,3,"review_7610caa1138d8b33b74c4e88 :: The crew was professional, aircraft was top notch (nothing rickety here) and the cost was reasonable compared to other air tours we have done in different parts of the country.
review_6b104787c651e67fd89f534f :: It was such a good time and the price was completely reasonable.
review_2f2fabf3ad89d81f441b1162 :: I would suggest anyone looking for a great experience at a reasonable cost this is the one to choose."
safer,更安全的 / 更安心的,E1_E2_Candidate,safer,NOUN,3,3,"review_e83a9bc682b158918ad0f243 :: Also, I suspect, much safer that the helicopter tours.
review_65d0a54805e601aa5a524fcc :: Given that, an Airplane ride is a safer choice rather than a helicopter ride as they tend to change altitude much more rapidly.
review_ae3359d7d7cf2f75db2d5d31 :: I felt safer with him than on my Delta flight into Kauai."
scary,令人害怕的 / 吓人的,E2_Appraisal (Stimulus/Service Attribute),scary,ADJ,3,3,"review_8f5e0f00afe0371683965f83 :: I've never taken a small plane tour before so I didn't know what to expect, but it was a fantastic way to see the island and it wasn't scary at all!
review_664738e3d114edf745798f44 :: Otherwise is safe, not scary and worth the money.
review_300f9baf05912fc8f616fd90 :: Bit scary/ sketchy because the plane is pretty old."
simple,简单明了的 / 省心的,E1_E2_Candidate,simple,ADJ,3,3,"review_a49c3b4b417661efc807e243 :: In addition, they could have allowed someone else to reserve those seats, so if you aren't going to show, please provide common courtesy and make a simple phone call.
review_254f46e4a5fb0f6c7e0c50cd :: These are simple things to fix.
review_af98c8cc4e2124c9b58818f6 :: Getting to the airport is easy, checking in was quick, and the prep fort he trip was simple."
skillful,技术精湛的,E1_E2_Candidate,skillful,ADJ,3,3,"review_98e74ad69a88380b69ce727c :: The tour guide Eric was not only friendly, knowledgeable, and patient, but also a skillful pilot.
review_254f46e4a5fb0f6c7e0c50cd :: The pilot, Eric, was skillful and we felt safe.
review_5fdb3a60ad9ea663161e0520 :: Captain Chip was skillful and informative, everything about the K 2 operation was top flight - no pun intended,"
stress,压力 / 紧张感,E1_E2_Candidate,stress,ADJ|NOUN,3,3,"review_353636e7a5b2962a9d433033 :: K2 made our experience super relaxing and stress free.
review_cdfb30308f4301fae846c380 :: When I called Friday Harbor Seaplanes, they were able to easily put us on a later flight out to Friday Harbor and cut our stress level down to zero!
review_b35e4044551b93f5c155c9df :: Aunt Jill and our pilot Kamaka were fantastic, and made the experience completely stress-free."
surreal,超现实的 / 梦幻般的,E1_E2_Candidate,surreal,ADJ|NOUN,3,3,"review_6c89ecdf05add32f2e5cb9a7 :: Flying over and around the mountains was an almost surreal experience, even after having spent 8 days backpacking through the wilderness just north of the same mountains.
review_b6566a20ab2c573fdf5f18b8 :: Landed on a glacier which was surreal.
review_af98c8cc4e2124c9b58818f6 :: That experience of being on, taking a bathroom break on, and eating of the glacier was surreal."
terrible,可怕的 / 糟糕的,E1_E2_Candidate,terrible,ADJ,3,3,"review_585fd4de71474864f99ab2f5 :: The pilot had a terrible and rude attitude and was not willing to provide any conversation.
review_4f51f3465ac0bd137a98f9eb :: This is a terrible way to treat people.
review_f5ff83b24533166f9a04eddb :: Terrible experience, don’t recommend."
thorough,细致周到的,E1_E2_Candidate,thorough,ADJ,3,3,"review_60fecab112df9bcc1a6c31f3 :: Piper started with a thorough safety check and ended with a nice landing with some cross wind.
review_6817a71966166352425fc30b :: I would highly recommend this flight as one of your first activities on Kauai as it provides not only a visual feast, but a brief yet thorough education on what sets the Garden Isle apart from the others.
review_442bd14270e4cf874af0ab43 :: The checkin and safety briefing process was thorough, yet efficient (quick)."
thrill,刺激 / 震慑感,E1_E2_Candidate,thrill,NOUN|ADV,3,3,"review_3be86b281748fcad0f0f0b34 :: What a freakin thrill.
review_17e1e5a0467c1f5d4bc7b3e1 :: Not much for narration from pilot and actually flew a loop so we saw some things twice - thrill.
review_b325673fa4f50bc87605ad68 :: a thrill of a life time!"
thrilled,极度兴奋的,E1_State (Direct Internal Affective State),thrilled,VERB|ADJ,3,3,"review_123bf9f58334923a62ba4371 :: On our last trip, we were thrilled to see several pods of whales swimming in the open sea from the air.
review_3a562693d0a814861060b2cf :: My husband and I were thrilled and 100% satisfied!
review_ae3359d7d7cf2f75db2d5d31 :: My husband has a fear of small planes so he was not so thrilled."
unbelievable,难以置信的 / 震撼的,E2_Appraisal (Stimulus/Service Attribute),unbelievable,ADJ,3,3,"review_02b014d08d902c0147918b81 :: Most unbelievable thing you have ever seen.
review_f5ca1940bb4b3b4a6ade99fa :: The time we spent there was unbelievable watching the bears in the water fishing salmon out of the stream and some even fighting over their catches.
review_020573619527477a45cf4db3 :: Landing and stepping out onto a glacier was incredibly unbelievable with such magnificent views."
unfair,不公平的 / 冤枉的,E1_E2_Candidate,unfair,ADJ,3,2,"review_b8ab433b6add39f65bbcf6a9 :: It is highly unfair that the people at the front had panoramic views and I had to try to see past the people either side of me and look through their windows.
review_bed38cb5492cc85e5a6942a8 :: Its very unfair that Maverick charge the same price whether you are in the front or the back of this helicopter.
review_bed38cb5492cc85e5a6942a8 :: Sorry Maverick, but this is grossly unfair."
annoyed,感到烦恼的 / 恼火的,E1_State (Direct Internal Affective State),annoyed,ADJ|VERB,2,1,"review_92db6c4ddc4f03ed93a04bac :: I think i was a little more annoyed as the pilot just announced to us in such a casual manner ""yeah so it doesn't look like we'll be landing today sorry folks"" so blaze.
review_92db6c4ddc4f03ed93a04bac :: There was no heartfelt emotion behind that which really annoyed me."
anxiety,焦虑 / 不安,E1_E2_Candidate,anxiety,NOUN,2,2,"review_2a211e66566d9506094042c7 :: I admit I was a bit nervous as flying can bring anxiety sometimes but Billy - our pilot was GREAT!
review_2b5ddfd68cfd60efccca161d :: Our daughter sat in the copilot seat on the way out, and although she has Asperger's and has a lot of social anxiety, it did not matter to Leighan in the least."
awful,极其糟糕的,E1_E2_Candidate,awful,ADJ,2,2,"review_942191570bc6c27e6f1ef0b4 :: My experience was awful.
review_58ba87f9326f017e0b3399ae :: We did so and she provided pretty awful customer service."
beautifully,优美地 / 出色地,E1_E2_Candidate,beautifully,ADV,2,2,"review_a49c3b4b417661efc807e243 :: She immediately gave me the option to go later in the day which we chose to do, but the skies cleared beautifully anyway shortly thereafter.
review_35a01d10809cfed0c3b71f5b :: We were first in the air the day we went - it was a beautifully sunny morning and the ride was so smooth."
bother,打扰 / 烦扰,E1_E2_Candidate,bother,ADJ|ADV,2,2,"review_cbe4d099bc688920d0a3a2b9 :: She didn't bother to look at me or include me in that conversation.
review_b8ab433b6add39f65bbcf6a9 :: My advice is don't bother - there is no guarantee that you will get a good view."
cloudless,万里无云的（晴朗美感）,E1_E2_Candidate,cloudless,NOUN|ADJ,2,2,"review_2a211e66566d9506094042c7 :: We were blessed with a cloudless and BEAUTIFUL day.
review_2b9c272ff392f8ee6495f4ba :: We were able to see all of the island on a cloudless day and the 1 hour spent in the air was just enough to go all the way around."
comfy,舒适惬意的,E1_E2_Candidate,comfy,ADJ|NOUN,2,2,"review_79b833d433db85183bfe559d :: At $549 per person, 8 of us got into a very comfy tiny plane and flew over Sedona, flagstaff and the Grand Canyon.
review_54ae5b5d8364deffe47809c6 :: Nice comfy AC bus back."
dangerous,危险的,E1_E2_Candidate,dangerous,ADJ,2,2,"review_d4fa1a7a54b252b2583388d6 :: I asked her to get back so she could hold onto something as what she was doing was dangerous.
review_e260da5ed867253b4fc60778 :: I appreciated Kim's extensive experience in flying that helped keep us safe, and he exercised the appropriate amount of caution and decided that it was best to turn back and not to try and force ourselves into a dangerous situation."
delightful,令人欢欣的,E1_E2_Candidate,delightful,ADJ,2,2,"review_43ea85710b6216e626dd2867 :: Thanks Harry for a smooth flight and delightful information about the island.
review_024ec55872d9cd2b4775d0f8 :: When we arrived in their office after being picked up we were greeted by Beverly, who was delightful, very knowledgeable and helpful."
difficult,困难的 / 令人头疼的,E1_E2_Candidate,difficult,ADJ,2,2,"review_43ea85710b6216e626dd2867 :: My only compliant was my setting, near the wing and supports; it was difficult to get some shots with out including them.
review_53ff5143a41d862350d136a5 :: We also learned the hard way, that it's sometimes difficult to extract yourself from the clutches of these agents, if they get even the slightest sniff of possibility that you might take your wallet or your credit card out."
dramatic,戏剧性的 / 震撼的,E1_E2_Candidate,dramatic,ADJ,2,2,"review_f1afb11c14a20df3c0e654e1 :: But that ominous cloud never brought any dramatic, sudden weather changes to our location.
review_4e12b4a1176793651a28a048 :: For those who have never traveled to Alaska, the weather changes daily and can be dramatic as well."
dream,梦寐以求的,E1_E2_Candidate,dream,NOUN,2,2,"review_7e2201b48b681475df75ef1a :: It was a dream come true for him.
review_683e95f01306eac2d85eff49 :: It has always been my dream to take a flight seeing tour with a glacier landing and man-oh-man did K2 deliver!"
easier,更容易的 / 更省心的,E1_E2_Candidate,easier,ADJ,2,2,"review_65d0a54805e601aa5a524fcc :: This makes shopping far more easier.
review_8004c02b664a326a3d504152 :: The last one is the smallest but its easier to avoid the wings in your photos from that seat."
educational,富有教育启发意义的,E2_Appraisal (Stimulus/Service Attribute),educational,ADJ,2,2,"review_b26468480071052891dda30e :: He hovered to allow us to take pictures and videos from several different angles and provided an educational narrative about the canyon.
review_8a2e45237fce19ebec74d4f5 :: Bruce knows so much about the nature and history of the island owning to his scientific background in the field of agriculture, so the flight was just as educational as it was thrilling."
energetic,精力充沛的,E1_E2_Candidate,energetic,ADJ,2,2,"review_b2bb2560cd98db474ce2cbd6 :: The pilot was energetic and offered tons of information about the island (I am always impressed when people can maintain a high level of energy, even though they probably do the same exact tour every day).
review_ef54bc7bc3c4866c7f29937f :: Tour guide was energetic, informative and funny!"
enthusiasm,热情 / 积极性,E1_E2_Candidate,enthusiasm,NOUN,2,2,"review_9a6426dc1c3d9f04489aec57 :: At the end of it all I was left with the impression that this company knows their stuff and is technically very good, but they did not show any level of enthusiasm for what they do.
review_b143c99b79aada9945f9276a :: When we arrived we were greeted with enthusiasm."
favourite,最喜爱的,E1_E2_Candidate,favourite,ADJ,2,1,"review_b7057b38356e6f4a373a9626 :: It’s hard to pick a favourite bit of the tour as the scenery was awesome from start to finish, our Pilot/ tour guide Henry was fantastic and we loved his sense of humour.
review_b7057b38356e6f4a373a9626 :: The food for lunch was probably my least favourite part, but who could argue with the view while eating it."
fearful,恐惧的 / 担心的,E1_E2_Candidate,fearful,ADJ,2,2,"review_4899b603a9d2f1beb416a798 :: This company makes guest violently ill and then act aggressively toward the guest in a hostile manner causing the guest to become fearful of their personal safety.
review_af98c8cc4e2124c9b58818f6 :: And while everything in Alaska was amazing, nothing beat this (and that sentiment includes my sister who is fearful of flying)."
fears,恐惧 / 忧虑,E1_E2_Candidate,fears,NOUN,2,2,"review_da9fe4b5f3a172a9954785e5 :: Our pilot, Quincy, allayed all my fears with his quiet confidence and then very obvious expertise,
review_41d65926ab60faa93ac4a301 :: A nice lady behind the desk reassured me and eased my fears."
frustrating,令人挫败的 / 烦人的,E1_E2_Candidate,frustrating,ADJ,2,2,"review_b4bead6114e21d906db86f66 :: There was clearly a miscommunication with our pickup and I had to call them to see where they were, we were picked up about 30-45 min late and then had to wait a bit when we got to the dock so that got a little frustrating.
review_bed38cb5492cc85e5a6942a8 :: Very frustrating when three of the passengers are whooping with joy as they board."
generous,大方的 / 慷慨的,E1_E2_Candidate,generous,ADJ,2,2,"review_b76e6c2bc278477c91d37c62 :: I'm being generous by saying ""average,"" simply because I hate to reflect badly on him in any way.
review_0491630540c44d4ef26eee75 :: Seaplane Adventures staff were kind and generous from the start to the end."
genuinely,真诚地 / 确实,E1_E2_Candidate,genuinely,ADV,2,2,"review_01947c281697b80abc4bbfae :: Both Gy and Ellen make you feel very welcome and they are genuinely interested in each passenger.
review_f225a6425587ab65f3221474 :: Bruce often referred to us by name and genuinely seemed interested in learning more about us."
gloomy,阴沉的 / 沮丧的,E1_E2_Candidate,gloomy,ADJ,2,1,"review_a49c3b4b417661efc807e243 :: For us, on the day of our planned tour, the skies from Princeville looked gloomy and there were scattered showers, so I called Ellen because I was concerned.
review_a49c3b4b417661efc807e243 :: As an aside though, I saw several helicopters flying through rainy and gloomy skies that morning, which would have really stunk for the money they charge."
gracious,亲切和蔼的,E1_E2_Candidate,gracious,ADJ,2,2,"review_a49c3b4b417661efc807e243 :: Seeing the Napali coast by air turned out to be far better than by water, and having gracious, genuine hosts for our tour made it that much better.
review_b3ad77a1bb49a5eb337a6bd2 :: The pilot was gracious and accomplished."
greatest,最伟大的 / 极佳的,E1_E2_Candidate,greatest,ADJ,2,2,"review_7b76705a2666fc9f007a68b5 :: This experience was not only the highlight of our trip, it was one of my greatest experiences of all time!
review_a59dc67812b2608297900b5b :: Incredible views of one of God's greatest creations."
happier,更快乐的 / 更满意的,E1_E2_Candidate,happier,ADJ,2,2,"review_ff7d45e6c2089a81ec29f19b :: We could not have been happier or more impressed with this family-run company.
review_b10746883a2b8480528b3cec :: I booked this trip for my husband's birthday and I couldn't be happier!"
honestly,老实说 / 真诚地,E1_E2_Candidate,honestly,ADV,2,2,"review_d885e5c4d3d84166ffc7048f :: Honestly very upsetting.
review_6b104787c651e67fd89f534f :: I can honestly say that the experience is not just worth every penny, but we got way more out of this flight than we did in Vegas and the Grand Canyon."
hopeful,怀抱希望的,E1_E2_Candidate,hopeful,ADJ,2,2,"review_a56c790aee69c2829442e4c8 :: On the flight up Daniel was telling us what we were seeing and saying he was still hopeful for a landing.
review_3d455acb96b23304d8dd0f88 :: We knew that we would have to be flexible with the weather but we were hopeful things would work out."
humor,幽默感,E1_E2_Candidate,humor,NOUN,2,2,"review_bc5587ba8b5a0ff184eedaa0 :: He has a great sense of humor and you can tell that he loves what he does!
review_8939fd8604bce70a3b1b8fc9 :: very conscientious with a great sense of humor!"
humorous,幽默风趣的,E1_E2_Candidate,humorous,ADJ,2,2,"review_8f77d9be32b5ec0139d85201 :: The view of the mountains were gorgeous and the plane captain provided humorous and knowledgeable commentary throughout the trip.
review_f63c57ac2ae27b8085da9201 :: Professional, engaging, humorous and patient."
insane,疯狂震撼的 / 极端的,E1_E2_Candidate,insane,NOUN,2,2,"review_e7eff18ff9d70537c7037589 :: But waaaaaay expensive $150 per person for a 30 minute ride is just insane.
review_5bc1dd064ce1bf7325638ddb :: You would have to be insane to trust your money, time and safety to them to professionally conduct a tour."
joy,喜悦 / 快乐,E1_State (Direct Internal Affective State),joy,NOUN,2,2,"review_9406c0f7b673118b01c4a820 :: I really can't express the sheer joy of seeing the inside of of the mountain and the many glaciers.
review_bed38cb5492cc85e5a6942a8 :: Very frustrating when three of the passengers are whooping with joy as they board."
nauseous,恶心晕车的,E1_E2_Candidate,nauseous,ADJ,2,2,"review_351247b5823eb714bd001af5 :: Half way both us got nauseous.
review_208f19d09967b7a1a0022825 :: My husband thought he would be ok because he doesn't have a problem in bigger planes but ended up feeling nauseous in the smaller plane."
nicer,更美好/更亲切的,E1_E2_Candidate,nicer,ADJ|ADV,2,2,"review_9a11f9cee33a76f2968df167 :: The commuter terminal where they are located, is about a 5-6 minute walk from the regular airport and Val, who met us at the front desk, could not have been any nicer.
review_0f50928b644eab8e69fd4905 :: The grand tour was good but it would be nicer if the pilot would narrate the navigation during fly as it was depicted on their website pages how would be the navigation and what mountains and peaks would be covered as well as an handly print out of this navigation so customer can enjoy the total journey fully instead of just seeing white glaciers from the top."
painful,痛苦的 / 令人难受的,E1_E2_Candidate,painful,ADJ,2,1,"review_dc71022ec47fe7e7dad91e8d :: "" So, beware, they're either lying about this to me or they're regularly putting guests in that painful position, for hours.
review_dc71022ec47fe7e7dad91e8d :: They have given me a 50% refund, but still blame me for having the ""wrong expectations"", and my spine is still painful."
picturesque,风景如画的,E1_E2_Candidate,picturesque,ADJ|NOUN,2,2,"review_b4bead6114e21d906db86f66 :: We landed on a dock in the middle of the one of the lakes which was very picturesque.
review_f513ccad486e4e6b27890911 :: Then you circle around Sedona's famed canyons and Red Rocks before a picturesque landing on to the Airport Mesa."
pleasantly,令人愉快地,E1_E2_Candidate,pleasantly,ADV,2,2,"review_683e95f01306eac2d85eff49 :: My sister was a little bit apprehensive about the flight in such a small plane but she was pleasantly surprised that it was not an issue at all.
review_b000df598ef420c3db6a55b4 :: I’m usually really picky about my photos and end up deleting most of them but I was pleasantly surprised with how perfect the photos he took were!"
poorly,糟糕地 / 差劲地,E1_E2_Candidate,poorly,ADV,2,1,"review_5bc1dd064ce1bf7325638ddb :: The scenery was great but the tour was poorly organised.
review_5bc1dd064ce1bf7325638ddb :: I have travelled all over the world and this is my 3rd time to the Grand Canyon and never have I enountered a poorly organised tour or service this bad - even in 3rd world countries."
primo,一流的 / 顶级的,E1_E2_Candidate,primo,NOUN|ADJ,2,1,"review_50ad674985c5646672bc62e8 :: Apparently this company only do window seats except me, the solid one on the plane got to sit in the primo co pilot seat and was assigned the job of lowering the landing gear for landing!
review_50ad674985c5646672bc62e8 :: They kind of look at you and tell you where to sit in the plane based on your size but everyone had a primo seat - that way the plane flies flat and straight, they say."
pristine,原始纯净的,E1_E2_Candidate,pristine,ADJ,2,2,"review_d2d26abfcff50fb9547c2882 :: The snow was pristine as we were the first flight to land on the snow that fell the night below.
review_ff7d45e6c2089a81ec29f19b :: The flight itself was spectacular with sights that pictures simply cannot do justice and the chance to spend some quiet moments on a small island in what must be one of the most pristine and beautiful places on the planet is beyond words."
prompt,及时迅速的,E1_E2_Candidate,prompt,NOUN|ADJ,2,2,"review_9a6426dc1c3d9f04489aec57 :: They were very professsional, prompt in their responses when arranging the tour.
review_8fc519c90267d549394edbcc :: They were very prompt in their responses right from the time of booking till end of flight."
promptly,及时迅速地,E1_E2_Candidate,promptly,ADV,2,2,"review_a49c3b4b417661efc807e243 :: Firstly, making a reservation by phone or online via their website is easy, painless, and Ellen replies promptly with the most polite and genuine response.
review_23cf34800c98795a842db371 :: They answered the phone promptly, had our Groupon codes down and sent us a boarding pass for 2 flights as we split into two parties as we take turn to look after a young baby."
pure,纯粹的 / 纯净震撼的,E1_E2_Candidate,pure,NOUN,2,2,"review_8bad3b1acba5cdfb503049e9 :: And the glacier landing, the pure snow and calm atmasphere while Mt McKinley was there with sunlight on it.
review_a0e5554c9ea393f975ce70db :: I felt as though we had landed one level shy of Heaven -- total silence, pure white snow with diamond crystals, the bluest of skies, white fluffy clouds."
queasy,恶心反胃的,E1_E2_Candidate,queasy,ADJ,2,2,"review_391296b7cc0f06b72663511f :: Well worth it and the flight was even and calm, important for queasy fliers.
review_b143c99b79aada9945f9276a :: The plane was very comfortable and they included a small cooler with drinks, wet towels in case you got a little queasy and mints to help as well."
responsive,积极回应的 / 贴心的,E1_E2_Candidate,responsive,ADJ,2,2,"review_6b1f41d7d9376e30f1be6051 :: Very responsive and very attentive (I think Trish).
review_38eecdc173deef13e67fc314 :: When I talked to the lady there she was not responsive."
ridiculous,荒谬的 / 离谱的,E1_E2_Candidate,ridiculous,ADJ,2,2,"review_a158a996fb85a211763435ea :: Flight was also chilly, not that I expected it to be heated but there was a gap along the door that let in a ridiculous amount of cold air so be sure to bundle up.
review_342e110195857bea58aeaba7 :: But the wait was ridiculous."
rudely,粗鲁地 / 无礼地,E1_E2_Candidate,rudely,ADV,2,1,"review_b27a5b6f0ee0a61ed67119b2 :: Then the pilot raised his voice spoke to her very rudely Infront of all passengers.
review_b27a5b6f0ee0a61ed67119b2 :: He should have mentioned nicely rather rudely."
sadly,令人遗憾地 / 悲伤地,E1_E2_Candidate,sadly,ADV,2,2,"review_f513ccad486e4e6b27890911 :: Then sadly the tour ends and you still can't believe all that you have seen.
review_5bc1dd064ce1bf7325638ddb :: It was not until we made quite a scene that the even tried to get us an earlier flight (to no avail) - customer service was sadly lacking."
secure,安全的 / 安心的,E1_State (Direct Internal Affective State),secure,ADJ,2,2,"review_2a211e66566d9506094042c7 :: Once outside by the plane, we had additional instructions and it made us all feel quite secure.
review_6a37a276cde42d2608622f3e :: We felt very secure with Maverick Helicopters."
