word,chinese_translation,stage_origin,frequency_21215,review_count_21215,example_context
punchbowl,punchbowl,Stage Final (Full Corpus),6,6,"review_245b74df5ca126d15c5d442a :: We were lucky enough to be included on a scenic tour of the Misty Fjords national park. It was a memorable experience in typical Alaskan weather. Our pilot, Larry, was very informa..."
queasiness,queasiness (名词),Stage Final (Full Corpus),6,6,review_8e38c4328151e3975b546f01 :: My husband and I took the 11:00 am flight on January 12.  There were only 4 of us plus the pilot in the plane.  Each of us had a window seat.  The weather was perfect and we saw th...
quicksand,quicksand (名词),Stage Final (Full Corpus),6,6,"review_698582e972230b4e628d43e5 :: Our pilot JP made our sightseeing flight “Quicksand Triangle” an unforgettable moment. Although the air was a bit milky due to forest fires, we were able to see Mt. Hood. Mt. Adams..."
quincy,quincy (名词),Stage Final (Full Corpus),6,5,review_b126ad8037dd3d20cc49ea3f :: Awesome experience and view.  Quincy provided an excellent and informative narration!  Would do it again in a minute....
radar,radar (名词),Stage Final (Full Corpus),6,6,"review_a7f14ec2704689b3c50fb2f9 :: This is a fantastic way to see the immensity of the Misty Fjords area. There is no way a land-based trip can give you the scope of the area that a small plane can, and SeaWind was ..."
radioed,radioed (动词),Stage Final (Full Corpus),6,6,review_8d450cd917f12554c6269082 :: We booked as part of our Princess CruiseTour and we were NOT disappointed. Initially the cost seemed a little pricey but after going it certainly was worth it. They operation is lo...
railway,railway (名词),Stage Final (Full Corpus),6,5,review_abeb974b4b89219928a62794 :: This was my first ever ride in a helicopter and the best location to take the ride! I was fortunate to get a window seat where I made lots of pictures. Most of the pictures turned ...
rang,rang（过程/动作动词）,Stage 1 (500 Discovery),6,6,"review_ec0638090369612b742a8098 :: We took the Denali Flyer tour with K2. The day we'd booked for it wasn't possible to fly because of bad weather, but we got an email very early to say that was the case, and when I..."
reassurance,reassurance (名词),Stage Final (Full Corpus),6,6,"review_a8a25de7a154aae2e3cb58c4 :: Eric was the most wonderful pilot I’ve ever met! His friendliness, attention to detail, reassurance of professional flight experience, and his knowledge of Maui history and the env..."
regions,regions (名词),Stage Final (Full Corpus),6,6,review_64c7908f68d4f84efd504d41 :: Our family of 4 recently experienced this incredible flight around Mt. McKinley. It was a great experience to be so close to the ground and mountains where we could see the texture...
reimbursed,reimbursed (动词),Stage Final (Full Corpus),6,5,review_3cb4c53a6c1c62555cfbaa2c :: This is a bit of a mixed experience for us.  The floatplane ride to Caribou lodge was wonderful - the guided hike from Caribou Lodge at Boomerang Lake was really awesome - Zack sho...
reliving,reliving (名词),Stage Final (Full Corpus),6,6,review_4828ba7fa8cc1a16af5663ec :: My wife and I were looking for some sort of air tour on Kauai and looked at all the helicopter tours first and then finally settled on Wings over Kauai. It was a whole hour of brea...
remarkably,remarkably (副词),Stage Final (Full Corpus),6,6,"review_8d5bb78e29dc17e35fcba28e :: It was very cloudy when we booked the flight, but they assured us there was good visibility on the mountain.  By the time we took off, the weather had completely cleared, and we ha..."
reporting,reporting,Stage 2 (2000 Expansion),6,6,"review_cc9bb85db1273e550ea2d2cf :: The rule of thumb is that there is a 1 in 3 chance of seeing Denali (Mt. McKinley) without cloud cover. However, on those days that Denali is in the open a flight is a must if your..."
rescue,rescue,Stage 2 (2000 Expansion),6,6,review_93413a739b52b4072106b5b5 :: I just wanted to say thank you for an amazing experience!! Our Delta airline flights were delayed by 8 hours and the first day of our trip to Friday Harbor was not what we had expe...
reserving,reserving (动词),Stage Final (Full Corpus),6,6,review_b89c8bf9ae3d969abf2d9b36 :: Great.   Super easy on reserving.  On time.  Very professional.   Great equipment and safety awareness.   Very nice in each interaction.   Made me feel I was with a first class ope...
respects,respects (名词),Stage Final (Full Corpus),6,6,review_01805b9b9653e141928f8b6a :: Shane flew three of us up to Roche Harbor for a three day visit. Everything was perfect and safe in all respects. The Renton base is excellent and the staff is great. Will fly agai...
restriction,restriction (名词),Stage Final (Full Corpus),6,5,review_393d90b66c75f0710126e960 :: Our goals were simple: find an air tour of the Napili coast of Kauai for a party of five that included a Samoan sized gentleman (well north of the 250 lbs. weight class but well lo...
risks,risks (名词),Stage Final (Full Corpus),6,6,review_9e475468f00c167068b1650a :: It was definitely an unforgettable experience flying over the glaciers. We booked for the grand tour but was changed to the flyer tour due to weather condition that day. Except tha...
roberts,roberts (名词),Stage Final (Full Corpus),6,6,"review_0b85a8483f4354e04e58159c :: This was my third time in Ketchikan, and the first 2 times the weather wasn't great for a float plane. This time it was sunny and beautiful.  Our pilot John Roberts was awesome.  I..."
roger,roger,Stage Final (Full Corpus),6,6,"review_cc007f5ab6708deff6eac620 :: We did a scenic Seattle tour. The pilot, Brad, was excellent, both as a pilot and a tour leader. We tailored our flight to fly over our home. Of course the take off and landings we..."
roomier,roomier (形容词),Stage Final (Full Corpus),6,6,"review_ddc9dd5b03c4ba7695123848 :: Flew to Friday Harbor from Renton. Checkin process was very smooth, flight was stunning and it was so m fun taking off and landing in the water. The plane was roomier than my comme..."
rooms,rooms（名词/物理实体）,Stage 1 (500 Discovery),6,5,review_84f4c7aa6196cf3f42404a7e :: Thanks to Shahd for finding us good rooms for staying. There were 5 of us (one little child) and it was very important to stay far away from the pools and two rooms close to each o...
rounds,rounds（名词/物理实体）,Stage 1 (500 Discovery),6,6,review_e37c31184caab757f7cb33f1 :: First time - we had no idea what to expect.  Our only goal was to see Mt. McKinley up close and thought that would be fun.  We contemplated the glacier landing for the additional $...
ruins,ruins（名词/物理实体）,Stage 1 (500 Discovery),6,6,"review_08b1bc1a58e120aca884d55d :: -Yes, the back seats have poor visibility when you are in the helicopter. The computer selects where everyone sits based on everyone's weights. If you are in front, you are lucky. ..."
rundown,rundown (名词),Stage Final (Full Corpus),6,6,"review_d8abd75ad44f7411b95d1af3 :: We booked our flight with Alaska Bush Float Plane Service months in advance but weren't sure what we wanted to see. Molly said not to worry, we could decide when we got there. Opte..."
sail,sail (名词),Stage Final (Full Corpus),6,6,"review_fe566c581798d89f19f642e5 :: My husband and I were rained or otherwise ""bad-weathered"" out of every adventure we planned on Kauai.  Couldn't hike Kalalau due to the river crossing being flooded. 
Couldn't kaya..."
sanoski,sanoski,Stage Final (Full Corpus),6,6,review_4fa7593bdd15ab4bf038b75e :: We just returned from a two week vacation in Alaska and by far the most amazing experience we had was on a K2 Aviation flight around Mt McKinley.  The first morning we were booked ...
scattered,scattered,Stage 1 (500 Discovery),6,6,"review_afef78fc89e72cc13bcb4c60 :: When we arrived in Ketchikan on Tuesday, June 23, 2015, it was a beautiful day so we decided to book a seaplane excursion of the Misty Fjords.  We ended up at Taquan Air and everyo..."
scientific,scientific,Stage 1 (500 Discovery),6,6,"review_3b9e58310ede5e944d9634e7 :: Captain Bruce, a long time resident of Kauai, was most knowledgeable and entertaining. He had fascinating stories about places that otherwise would have just been another beautiful..."
seasonal,seasonal (名词),Stage Final (Full Corpus),6,6,review_0f8ff946bf3bc0c22d81dbba :: Took the 50  minute tour and it was beautiful.We were able to see so much of the canyon and some of the seasonal controlled burn in the North Rim. It was well worth the price for t...
seasons,seasons (名词),Stage Final (Full Corpus),6,6,review_2ac047f6e9cddab32a30937c :: Very nice and informative ride… spectacular views. Eric the pilot was a great cheerleader the whole trip and very knowledgeable ….only downside is we did not get to buzz The Four S...
seed,seed (名词),Stage Final (Full Corpus),6,6,"review_c151d1d63c6eb6c9204dd772 :: From takeoff to landing...Pilot John is amazing. professional, knowledgeable, takes the time to make sure you see the sights he is pointing out...very close views of canyons..
Very..."
selections,selections（名词/物理实体）,Stage 1 (500 Discovery),6,6,review_1424689f36f3e3e3530476a5 :: Mavericks Helicopter Tours was an incredible way to really get a sense of the vastness and beauty of the Grand Canyon.  We went for our tour on Weds. morning and were not able to f...
sensation,sensation (名词),Stage Final (Full Corpus),6,6,"review_3e5b7d19eea197436c118168 :: Would highly recommend Maui plane rides.

We had some time before our flight at 10pm and Eric fit us in at the last minute for a flight just before sunset.

As soon as he met my ki..."
separated,separated,Stage 2 (2000 Expansion),6,6,"review_f6e1bd6baec0dcdcb6c92dd6 :: If you want an Alaskan float plane tour, do this one. I gave it 5* for many reasons...we pre booked it from our cruise line, Princess Star, that way we knew time wise we would be s..."
separately,separately (副词),Stage Final (Full Corpus),6,6,"review_7a8b40c10846aae519dc0527 :: We took a flightseeing tour (and all-you-can-eat crab feast) during our cruise on the Sapphire Princess.  The tour group met us at the bottom of the gangway, escorted us to the lod..."
serving,serving (名词),Stage Final (Full Corpus),6,6,review_25a0f33a22e70fd1f9dc92b2 :: Had an amazing float plane ride followed by Mady serving us heaps of crab at George's Inlet Lodge. Great time was had by all....
sfo,sfo,Stage Final (Full Corpus),6,6,review_c9a57b8c7f85ac7f26f4818b :: My First visit to SFO. I was driving to Muir Woods when I saw the sign for sea plane rides. We stopped  and took the 30 min ride.  Our pilot was terrific.  Saw everything we wanted...
shelf,shelf (名词),Stage Final (Full Corpus),6,6,"review_609417c90a3738a1f4b94a84 :: Amazing - we couldn't have been happier.  First of all, an efficient operation that's professionally run - this is the top shelf provider for Denali.  Second, the pilot was informa..."
shipping,shipping (名词),Stage Final (Full Corpus),6,6,"review_1172ed2ec877dc084696cc1b :: Used this as an airline, not as a tour. For scheduled service this was a fun way to get around SE Alaska. Flights and schedules are dependent on the weather so our original destina..."
shutdown,shutdown (名词),Stage Final (Full Corpus),6,6,review_ac9f28b7aea91f381f02ee52 :: We had booked this 45 minutes flight from the south rim before we left the UK. I am so glad that we did as the National Park was shut when we arrived there due to the Government sh...
silky,silky (形容词),Stage Final (Full Corpus),6,6,"review_1e0d7876728498705960b9a2 :: We enjoyed a float-plane tour of Misty Fjords on Friday morning, June 26 with SeaWind.  We were on a Princess cruise, but booked directly with SeaWind as a result of the great revi..."
skiing,skiing (名词),Stage Final (Full Corpus),6,6,review_96d352fcaef6dae1072b4624 :: This activity was not on our list of planned tours. While signing up for a rafting trip the people there encouraged us to consider the air tour. Another customer agreed saying it w...
skimp,skimp (动词),Stage Final (Full Corpus),6,6,review_0a6194b45a6b3944d31233d4 :: Earlier clouds in front of Denali had cleared by the time we took off from Talkeetna at 7 pm on K2’s last “Denali Flyer” of the day. Pilot Daniel was both an excellent pilot and kn...
soaked,soaked (动词),Stage Final (Full Corpus),6,6,review_bb0958a858e3d84a2185d0c5 :: What a great way to see the mountains and glaciers.  This is a great company with a history in Alaska aviation.  We had fog and clouds the morning of our scheduled flight but the K...
social,social,Stage 1 (500 Discovery),6,6,review_4a16a63274f4ed1956f03e62 :: We had such a wonderful time.  Everyone loved taking off and landing on the water and the sights of Seattle are truly enjoyed from the air.  The kids all flooded their social media...
soooooo,soooooo,Stage Final (Full Corpus),6,6,"review_f0339e7be775276f33b615ca :: Our flight was postponed due to iffy weather but better to be safe than sorry and as it turned out the following morning was GORGEOUS for flying.  

Our pilot had four decades of e..."
sorted,sorted,Stage 1 (500 Discovery),6,6,review_ff5e537b325ec18fe1935ae5 :: Turned up for our helicopter flight to be told that they had gone back to Trip advisor to say the time we booked wasn’t available - we were not advised of this. Luckily the chaps a...
speakers,speakers (名词),Stage Final (Full Corpus),6,6,"review_a1114745c28612fb36a77778 :: Airplane tour above Grand Canyon and sure it is a once in a lifetime experience. We had a fantastic flight, weather was clear and we saw a lot and fantastic view, great and useful ..."
species,species (名词),Stage Final (Full Corpus),6,6,review_c19e2f6e36acbd37296ba5b7 :: We had been warned that the Grand Canyon is a natural occurrence of such epic proportions that our minds would be blown. But we didn't believe it until Maverick Helicopters struck ...
speeds,speeds (名词),Stage Final (Full Corpus),6,6,"review_3df01e484595c86bdbe23345 :: The outfit was really laid-back, which was nice. They accommodated our schedule and shifted us around a couple times. It worked out. The pilot was nice, but not super-informative. ..."
spiel,spiel (名词),Stage Final (Full Corpus),6,6,"review_627c5e057f2f9afff1270a80 :: As an aviation safety professional, I am always concerned about the safety of a sightseeing operation but this was top notch. Much better price then the helicopter flights and cove..."
spin,spin (名词),Stage Final (Full Corpus),6,6,"review_ebfa001d17cae66fb0aa131e :: OMG this was FAR MORE than i thought. I wanted a helicopter tour, but my family insisted on a private plane. They were right. We saw everything from coral reefs to breaching whales..."
splashing,splashing (名词),Stage Final (Full Corpus),6,6,review_eba2dae92e82ce84ca669a20 :: This flight was incredible! The views were spectacular! We were going whale watching from Friday Harbor. The dilemma was that we were in Seattle for only a short time. I didn't wan...
spontaneous,spontaneous (形容词),Stage Final (Full Corpus),6,6,"review_850981dd89d9cd08e72e729f :: For a person who always wants the window seat when flying commercially, this is a dream come true! Everyone has a window seat and a view that is beyond imagination. Clouds won't bl..."
starboard,starboard (名词),Stage Final (Full Corpus),6,5,"review_224b9649056673ca98548f37 :: The trip was great - we got to see pretty much the entire island. Maka gave us a nice ride with very little turbulence. Be sure to get a starboard window seat, as my husband sat on..."
statement,statement,Stage 2 (2000 Expansion),6,6,review_70ce206cee47272640f12e50 :: K2 was a very good company to work with.  Our first scheduled flight was covered in clouds and rain so they easily let us reschedule to another day where the skies were clearer.  T...
stickers,stickers (名词),Stage Final (Full Corpus),6,6,"review_98852b309db6256b174682f7 :: My husband and I signed up for this flight seeing tour as part of our Alaskan tour/cruise vacation. It was recommended by others and the price was reasonable.
Pros: Clean, well mai..."
stingrays,stingrays (名词),Stage Final (Full Corpus),6,6,"review_353db7df037c0f831b38a71e :: Amazing trip to Key West with Miami Seaplane Tours.  The flight was fabulous and we saw lots of marine life on the way including sea turtles, sharks, manta ray, stingrays and whale..."
stocked,stocked (动词),Stage Final (Full Corpus),6,6,"review_ffda59175c145bb57d433a1d :: My dad and I booked a 4 day trip to their lodge up in the Queen Charlotte sound area, I cannot tell you how incredible everything was.  The staff, the seaplane trip the fishing was..."
stone,stone (名词),Stage Final (Full Corpus),6,6,"review_b272472640be4174c85d7aca :: About 14 years ago I was in the area and could enjoy just a glimpse of Canyonlands, things you could only see from the road. But I imagined that there will be much more and the onl..."
stores,stores (名词),Stage Final (Full Corpus),6,6,"review_575c74cf3907ba1f10f917dc :: We did the Grand Denali Tour with landing in early June '15.  Very happy with our decision.  This organization is professionally run.  Staff is very friendly, polite and capable.  ..."
stormy,stormy,Stage 2 (2000 Expansion),6,5,review_6df6e52b588ba3b8f79dc7f9 :: My husband and I throughly enjoyed our time with Eric. He was responsive and accommodating. Her took great care of us and had our best interest in mind at all times. Eric was focus...
subsided,subsided (动词),Stage Final (Full Corpus),6,6,review_971e670b4a2fd95b75dd8445 :: 1n 2015.I tried Summit twice. No luck.Denali decides. August 3 2016 morning rain subsided..Summit flight Bluebird perfect...
suffice,suffice (动词),Stage Final (Full Corpus),6,6,review_9d991aa8a8290023e61cd480 :: Our one hour flight on K2 into the mountain area near Denali will stay with us for the rest of our lives. The pilot was exceptional and the sites difficult to describe in the space...
summers,summers (名词),Stage Final (Full Corpus),6,6,review_61dad22e7dff7839006c369d :: It’s a must visit experience. It’s off season in winters but less crowded peaceful and serene. I assume summers are the best but then if you enjoy lot of company it’s the season to...
summited,summited (动词),Stage Final (Full Corpus),6,6,review_308e87c2bce5f21b3796007a :: We had a great experience on this summit tour. The pilot made our tour a little longer than was scheduled which was really nice. My husband had just summited Denali which made it e...
superlatives,superlatives (名词),Stage Final (Full Corpus),6,6,review_d930864881d06e629ba95dde :: You'll simply run out of superlatives talking about this breathtaking flight. K2 is a first rate operation; their airplanes are clean and scrupulously maintained (a good first sign...
supervisor,supervisor (名词),Stage Final (Full Corpus),6,5,review_068f16e9ef0eaae251704aeb :: Horrible experience when the third party booking company doesn't communicate with the actual servicing company. And the policies of the booking company don't apply with the servici...
supper,supper (名词),Stage Final (Full Corpus),6,6,"review_fd83f960af4116e28737801b :: Fly towards Denali and landing on the glacier. Excellent trip, weather was perfect, Chris the pilot was a professional at all times and had detail knowledge of being a tour guide a..."
supposedly,supposedly (副词),Stage Final (Full Corpus),6,6,review_9cc699fcb8b3d3fab878cc9f :: I'm conflicted as to how to review Westwind as we had two different planes for our group of 16 family and friends (ages ranging from 25 - 60) who had completely different experienc...
supremely,supremely (副词),Stage Final (Full Corpus),6,6,"review_de30b3d127b734412f3b6408 :: Our pilot was supremely competent, knowledgeable, and helpful. The plane and facilities were clean, comfortable, and well maintained...."
surfacing,surfacing (名词),Stage Final (Full Corpus),6,6,review_86c1e584c8265068140e32fe :: The plane trip we took was beyond spectacular!  The whole staff at Wings of Kauai was so friendly and knowledgeable about the island.  The flight was so smooth and enjoyable with m...
survived,survived (动词),Stage Final (Full Corpus),6,6,review_9a2b5565899f58a48d116d2f :: The whole experience was amazing. Get on the tarmac and up in the sky within ten minutes. Fly past beautiful sheer cliffs with waterfalls looking into valleys. Soar over Molokai. P...
susitna,susitna,Stage Final (Full Corpus),6,6,review_2350485065a5075ea80ca32a :: We had an awesome beautiful sunny day. We really saw how majestic Denali is. You get a chance to feel really small as you are close to the mountain. I was not happy with the type o...
swapped,swapped (动词),Stage Final (Full Corpus),6,6,"review_5147d916f5a3e10b6be30f15 :: My girlfriend and I have always wanted to learn how to fly a plane. We just never pulled the trigger on a lesson back home. On our trip to Maui, we came across Maui Plane Rides and..."
switching,switching (名词),Stage Final (Full Corpus),6,6,review_f0ee70e916abf202016e9784 :: It was the most expensive experience in Alaska and we had left half a day for the selected tour. After Memorial day they called the day of not enough people gathered for our tour s...
tamalpais,tamalpais,Stage Final (Full Corpus),6,6,review_70525100404705bfd1a85d4c :: If your visiting the San Francisco Area this tour is an experience you should not miss.  I live in the area and love to take visiting friends for the tour or take someone up for a ...
taro,taro (名词),Stage Final (Full Corpus),6,6,"review_8a63b81694c8be2bdcc94b18 :: We toured the island of Kauai, Hawaii in a small plane which held six passengers. We covered the island as the pilot pointed out magnificent areas of beachfront, the island's own v..."
tarquan,tarquan,Stage Final (Full Corpus),6,1,review_b663b185089984f92724578d :: I had a confirmed booked through Alaska Shore Tours for the Neets Bay Floatplane bear watch tour. At the time I was not aware that Alaska Shore Tours had subcontracted the tour to ...
taylor,taylor (名词),Stage Final (Full Corpus),6,5,"review_81c8f853be91c77b5315388e :: Taylor was great in helping us to schedule our flight, and Kevin the pilot was awesome!  The ride was smooth and the views were breathtaking!  We had a great day with clear views! ..."
teaches,teaches (名词),Stage Final (Full Corpus),6,6,"review_4fb75f5ce1c7c525ee343a42 :: Unbelievable experience. If you’re on the island and can make this happen, do it. Steve is an amazing pilot and tour guide (the exact combo you want) and actually teaches you a cou..."
tear,tear (名词),Stage Final (Full Corpus),6,6,review_4853a3077acd053dac2fb542 :: I wanted to see it all in Ketchikan on my short stop on port while on a cruise. I researched an found that Tacquan Air had a 2 for 1 coupon available in Alaska Saver Tour Book I or...
technology,technology (名词),Stage Final (Full Corpus),6,5,review_e91f3253b40b9c07b89a059b :: What a top notch organization. From the time you check in you feel like a VIP. The technology tools that assist you with your health questionnaires and the check in process are sta...
tee,tee (名词),Stage Final (Full Corpus),6,5,"review_f54ab2023ab420439cc3cc3e :: We awoke to cloudy drizzle, so feared we would not be able to do our Glacier Landing flight with K2.  Good news we did fly & Mike our pilot got us a beautiful view of the summit of..."
texture,texture (名词),Stage Final (Full Corpus),6,6,"review_276e01263455345c8412f209 :: Our pilot guide had prepared an unforgettable journey for us adding history narrative to give our experience depth and texture.  We watched as he revealed features, landmarks and w..."
thanking,thanking,Stage 1 (500 Discovery),6,6,"review_8efe166a09828ceca159cb32 :: We were lucky enough to have this trip gifted to us by my sister as a thank you, after this trip we are the ones thanking her for such a great experience. Seeing the Grand Canyon i..."
thirty,thirty (名词),Stage Final (Full Corpus),6,6,review_786ea7ddef7d606209ef913e :: Friday Harbor Seaplanes are awesome! The views up to Friday Harbor are breathtaking~and you experience this adventure in a famous de Havilland Single Propeller Seaplane. Landing by...
thr,thr,Stage Final (Full Corpus),6,6,review_7c0a486f344f8b202c234d6e :: Way to much comprehending needed from the ledge view available by the park services! Spend the money and let thr experts show you natures beauty first hand!...
thunder,thunder (名词),Stage Final (Full Corpus),6,6,"review_6457890bfe91b36c0107cd10 :: Not cheap, but if you can afford it do it. And opt for the glacier landing. It really is a once in a lifetime sort of experience, and the views from that small plane are unmatched...."
thunderstorm,thunderstorm (名词),Stage Final (Full Corpus),6,6,"review_118b7f92da125402d04f0d59 :: This flight will leave you speechless. It provides incomparable, incredible views of the Grand Canyon.
The flight itself was smooth (despite the thunderstorm!) and a really nice in..."
ticked,ticked (动词),Stage Final (Full Corpus),6,6,"review_c91a4a874e01bf478d68b3e5 :: It’s been on my bucket list to see Grand Canyon for many years, however, seeing the Canyon in a helicopter has exceeded all my expectations!  It was the best experience I have ever..."
tie,tie (名词),Stage Final (Full Corpus),6,6,review_4a7054eddbe000edbab0a72c :: Had an amazing customized experience! Shane was able to pick us up right off our beach property on Lopez Island. It was a lot of fun getting to see the sea plane land close to us. ...
topics,topics (名词),Stage Final (Full Corpus),6,6,"review_cbc56cf1f35cc13f91dcf43b :: My wife and I booked a K2 flight and it was a wonderful experience.  We'd picked a day when the weather was supposed to be reasonable clear and when the day came, there were clear ..."
tor,tor（名词/物理实体）,Stage 1 (500 Discovery),6,4,"review_b638ea7cdbd38daa88ed014b :: Capt. Bruce is actually, Doctor Bruce - a Ph.D in Agronomy who is now living his second life.  This man is a pilot, a flight instruc tor and a tour guide.  The business is run by h..."
trains,trains (名词),Stage Final (Full Corpus),6,6,review_16e578c5c333cb2e00857035 :: Flying among the magnificent peaks in Denali was the best part of our Alaska trip. It felt like you could reach out and touch the mountains. And landing on the glacier and walking ...
treating,treating (动词),Stage Final (Full Corpus),6,6,review_6b14f41976156a4f8e9ec4d7 :: We've booked the tour in advance and never disappointed. Our pilot was treating us really well. He did everything what we asked from him. Really professional and friendly service. ...
trio,trio（名词/物理实体）,Stage 1 (500 Discovery),6,6,"review_ce9844bde7bf3dd4b4ea18b8 :: A very professionally run tourist operation, and a wonderfully informed and expansive pilot who managed the dual tasks of successfully keeping us aloft while deciphering and answer..."
tune,tune (名词),Stage Final (Full Corpus),6,6,review_9843133b47b1829eca79492c :: Was an awesome experience! I have been on planes a lot in my life but never in something smaller and with direct view of the controls and how the pilot navigated was something I al...
uncooperative,uncooperative (形容词),Stage Final (Full Corpus),6,6,"review_b2b51058c4a09e51c65b0424 :: Brennan was my pilot and his knowledge of the Canyon made for a great flight.

Maverick has a very nice lobby where we check in and are called into small groups  for the brief safe..."
undecided,undecided,Stage 2 (2000 Expansion),6,6,"review_836055e49897b794eae85f06 :: Just spectacular! If you're undecided about doing this trip (like I was), just do it. I truly think it was a once in a lifetime opportunity for me. I mean, how often are you presen..."
unfolded,unfolded (动词),Stage Final (Full Corpus),6,6,"review_682e419c27f100fc4fa461f7 :: We took the 45-minute canyon flight in the morning. It was a great experience all around. Our pilot, BJ, was easy-going and extremely capable and the flight was super smooth, no je..."
unknown,unknown (名词),Stage Final (Full Corpus),6,6,review_e8253c6bd4be397673c922e8 :: Josh was our pilot.  I felt very safe with him and it was a smooth experience.  His commentary was informative and entertaining.  He was very empathetic to one of us who did not en...
upside,upside (名词),Stage Final (Full Corpus),6,6,review_77c0447250aa8cd086d225e2 :: We did the connoisseur trip to the South Rim.  Our bus arrived exactly on time to take us to the airport.  The driver did seem like he was in a hurry & was short with some of the p...
upwards,upwards (副词),Stage Final (Full Corpus),6,6,"review_652fa629870fe6e1e2daf006 :: Our original flight around Denali and a glacier landing was not possible due to the weather conditions (they had only been able to fly minimally the previous two weeks), but  K2 of..."
valentines,valentines (名词),Stage Final (Full Corpus),6,6,"review_116376bec1e731ea2a016004 :: Eric was awesome. Great experience for Valentines Day which made the day extra special. 
Would definitely come back & recommend...."
vans,vans（名词/物理实体）,Stage 1 (500 Discovery),6,6,"review_93246f5ef68235811bc44ba2 :: On the morning of May 25, 2019 we were blessed with beautiful weather. We had perfectly clear blue skys except for a few clouds at around 10000 feet.  We were able to see the peak ..."
variable,variable (名词),Stage Final (Full Corpus),6,6,"review_b128c609e722496c301a2e17 :: Seamless experience throughout, especially given the variable weather.  We were able to delay our experience and still do part of it.  The views were breathtaking and landing on a ..."
vegetarian,vegetarian (名词),Stage Final (Full Corpus),6,6,"review_29dba3b6980137fd3b356932 :: We did the Scenic Canyon River Adventure today and it was amazing!  It's a really long day (13 hours, start to finish) and not cheap, but it was completely worth it.  
It started w..."
venue,venue（名词/物理实体）,Stage 1 (500 Discovery),6,6,review_721ad19aff869f0d170db596 :: Our five island tour started out overlooking West Maui and then we set across the channel to the Molokai sea cliffs...just beautiful.  We then circled around for a 180-degree view ...
veterans,veterans（名词/物理实体）,Stage 1 (500 Discovery),6,6,"review_448d4014eec3b388865247c9 :: Erik was awesome. Professional and a veterans pilot we felt safe which was the first important thing! 

We saw things we could never have imagined, this is a perspective of this am..."
vey,vey,Stage Final (Full Corpus),6,6,"review_46faef947c0d533cecbdbbc7 :: I had to temporarily restrain my wife and daughter in order to get load them aboard the small  Dehavilland Beaver, I appreciate the pilot and ground crew for their assistance in th..."
visualize,visualize (动词),Stage Final (Full Corpus),6,6,"review_55ee8da8d2d751435ac6a015 :: Our pilot, Jeff B. provided us with an unforgettable experience!!! His vast knowledge of the geology/landscape, and the history of the area combined with his expert flying skills a..."
visuals,visuals（中性词）,Stage 1 (500 Discovery),6,6,review_69537739974926c2ed1b19ac :: Pilot is excellent what a breath taking visuals. Had a real good time and the pilot is too good.Must recommended...
vouchers,vouchers（名词/物理实体）,Stage 1 (500 Discovery),6,6,"review_93bb1623027b54154e05dda3 :: My partner and I are out in Alaska visiting my sister, her husband and my niece and were keen to do a flightseeing tour.

Our decision on which one to do, and whether to add a glac..."
voyage,voyage (名词),Stage Final (Full Corpus),6,6,"review_f1ce478b0990b2d5c5d87c7b :: We were lucky enough to come on a perfectly sunny day in Ketchikan, getting unobstructed views throughout the flight to the not-so-Misty Fjords. Everywhere we looked was beautiful ..."
walker,walker (名词),Stage Final (Full Corpus),6,5,"review_fcc8dbecf6a51a4815070184 :: Our private air excursion on Taquan Air in a DeHavilland Beaver was definitely a highlight of our Alaska trip.  We had a gorgeous day, and the views of Misty Fjords were terrific. ..."
walks,walks（名词/物理实体）,Stage 1 (500 Discovery),6,6,review_353636e7a5b2962a9d433033 :: Its really important to note that the weather is a huge constraint on this activity. My boyfriend and I booked the flightseeing tour with glacier landing months in advance with of ...
war,war (名词),Stage Final (Full Corpus),6,6,"review_dbcb0b0d8d502bc09ae8c556 :: Spectacular views! Some World War II history, cliffs, beaches, and waterfalls. Loved every moment. Easy to get to, and you get to see things you can’t see from the ground...."
willingly,willingly (副词),Stage Final (Full Corpus),6,6,"review_3840508a1da80984a1fd7e6d :: 100% worth it!!!!! Definitely a highlight of our Grand Circle trip.  Very professional organization and I felt reassured by Maverick's safety record and our capable pilot, who also..."
wilson,wilson (名词),Stage Final (Full Corpus),6,6,"review_7f741f3b5d24c3d629916a50 :: The trip was amazing! Our pilot, Chris Wilson, was super nice. The view was amazing! Everything was super clear and it looked like we were in a movie. We did not even notice we wer..."
windscreen,windscreen (名词),Stage Final (Full Corpus),6,6,review_008e21025f8f780b01c74bd3 :: I am a private pilot from Denver and I really wanted to fly over the Islands.This was a great adventure for both my wife and me. I did the flying but Cameron handled the radios and...
wokt,wokt,Stage Final (Full Corpus),6,3,"review_f9184a9bf9e5e23f382f3397 :: We had a great flight with WOKT. We strongly considered doing a heli (have done this before in aother localtions). But, after reading all the positive reviews we decided to try WOK..."
woodstock,woodstock,Stage Final (Full Corpus),6,6,"review_d2d24bdcdeb856bff5f9d820 :: We had a great flight in ""Woodstock"", the bright yellow biplane that Kevin flies. First he gave us a little background about the plane, then a cockpit tour, then pictures with the ..."
wyatt,wyatt (名词),Stage Final (Full Corpus),6,5,"review_6547e92113e25bfa449a9d82 :: All communication with West Winds was clear and timely.  Wyatt and Rob, our pilots were top notch, fun, informative and friendly.  We highly recommend this company!..."
