word,chinese_translation,frequency,review_count,example_context
detail,非情感/中性客观词,3,3,"review_f4707f9a700067a778a5ea66 :: Our pilot Mike was an excellent tour guide giving great detail behind the outstanding visual scenery.
review_59aead5d2d7f0e535744a9c6 :: We recently went on the this tour and our gps for Uber sent us completely in the wrong way so important in Miami to put every detail of the address!
review_e0a45dfa0106efce9c0d2490 :: I loved not having to worry about any detail of the trip."
detailed,,3,3,"review_291988db94de25fedef72be3 :: I cannot say enough about how fun and interesting this flight was to see so much of the island and to get such a detailed commentary from Kevin!
review_41e89b2bd2015171811a3aad :: Our pilot Eddie provided a detailed explanation of everything we were viewing and made the flight really enjoyable.
review_4d079dc9f26b22e5cee4dac8 :: He gives detailed explanations of the stories and history of the places you fly over,as well as a very informative overview of Kauai's incredible history!"
details,非情感/中性客观词,3,3,"review_082e1f27aa3bb895882c5db8 :: Emailed me the details and confirmation right away.
review_c0eca4e9ffc9c70d92b13055 :: The views were great overall, and also could see all the details.
review_322db630c9ab514360fceb77 :: We had an epic adventure flying over the beautiful islands of Maui and Molokai while he told us stories and details of the area's we were seeing."
differently,,3,3,"review_cbe4d099bc688920d0a3a2b9 :: Later there was an issue of seating arrangements in the plane which I think could have been handled differently.
review_91b5ac257e996a4c3bfffe58 :: If I had it do over again, the only thing I'd do differently is that I'd take this flight at the beginning of my trip so that we could visit some of the places that we saw from above but which I would not have otherwise known even existed.
review_dc71022ec47fe7e7dad91e8d :: As an earlier reviewer mentioned, one of the Westwind planes (not the ""Executive"") has a ""bench"" at the back- with only a waist belt and no padding- which I was unfortunately assigned to (when the pilot planned the seating for weight distribution, as is always done, but could have been differently."
doubt,非情感/中性客观词,3,3,"review_f1afb11c14a20df3c0e654e1 :: If in doubt, they simply won't fly.
review_4c3059afbf351cb362a2bb8e :: Without a doubt one of the most memorable experiences of my lifetime.
review_f5ca1940bb4b3b4a6ade99fa :: No doubt!"
downtown,,3,3,"review_d780f91654b1c9f99a2a236a :: We so enjoyed doing some Christmas shopping in downtown Moab!
review_664738e3d114edf745798f44 :: Key biscayne looks amazing, so does downtown miami.
review_9f9d62b99552657a136a55ab :: The flight is about 45 minutes and offers the best view in town of downtown Seattle, the Olympics, Mt Baker, and lots of other beautiful areas on the way up and back."
drawback,非情感/中性客观词,3,3,"review_f0ee2cd886f1308d732e265f :: The only drawback for us was the weather didn’t cooperate, so no peak sighting or glacier landing, but no one can control Mother Nature.
review_6bbc264bc4a808a43fe95ceb :: Another drawback was the time issue.
review_53ff5143a41d862350d136a5 :: However, this is another drawback of these trips and you should be prepared for the possibility that your pick-up may run very late."
drinks,非情感/中性客观词,3,3,"review_f486131a76d495cf9d39fbf2 :: She then got us ready in the plane (cooler with drinks, seat belt, window etc).
review_b143c99b79aada9945f9276a :: The plane was very comfortable and they included a small cooler with drinks, wet towels in case you got a little queasy and mints to help as well.
review_fe616bc09c7b1a7ab721c000 :: They even provide drinks AND blankets to make the trip that much more enjoyable."
engine,非情感/中性客观词,3,3,"review_254f46e4a5fb0f6c7e0c50cd :: The current single engine plane (Piper Archer) is very old.
review_fe616bc09c7b1a7ab721c000 :: You all get to wear headphones so that you can talk to one another over the sound of the engine and the pilot is super knowledgeable about a ton of fun facts about the island.
review_1fc8f0c15a6fbe4082544da9 :: My wife and I took a 50 minute air tour with AirVentures and were flown around the island by Captain Harry in one of their two Gippsland GA-8 AirVan single engine fixed wing aircraft."
epic,,3,3,"review_4af2d9822d8f9626565e416d :: The glacier landing was epic!
review_f513ccad486e4e6b27890911 :: The flight completes a figure 8 around the Grand Canyon, providing for epic views that you could never see on your own.
review_322db630c9ab514360fceb77 :: We had an epic adventure flying over the beautiful islands of Maui and Molokai while he told us stories and details of the area's we were seeing."
equally,,3,3,"review_b8ab433b6add39f65bbcf6a9 :: Also the pilot did some manoeuvres to show aspects of the Grand Canyon but he did not do these equally on both sides so my daughter missed a lot of views and experiences even though she had a window seat.
review_feb8e8b8f877bcebb986186f :: We've gone on multiple trips in the summer with Talkeetna Air, including glacier landings which were equally awesome but our destination to an Iditarod Checkpoint during the race was something we'll never forget.
review_4390db9a5576ec84bce36e9c :: The ride was incredible, and the views equally so."
exceeded,,3,3,"review_6342f02236b5c440463f7a38 :: It exceeded every expectation we had.
review_fa5c178f0540c8c621211eb6 :: He made sure that we are very comfortable during the flight, views that we saw from the plane were amazing and exceeded our expectations on every level.
review_d0b0d27d1119677d3f1a887e :: Bruce and his family provided a fantastic experience and exceeded my expectations."
excursions,非情感/中性客观词,3,3,"review_d5cd9d63805c2aa827c1e8e1 :: We did 6 excursions in Alaska.
review_5184a6c1ae455c1b6ff5fe65 :: This was the highlight of all my excursions.
review_5e434da02b38cf19550a807e :: I struggled to bite the bullet on this with our family of 5 but after a week in Alaska and lots of spendy excursions, this is the one I truly don't regret."
expecting,,3,3,"review_bab9df7e8bd9919aeef4816d :: The Grand Canyon scenery was absolutely spectacular from the ground so we were expecting even better views from the helicopter flight over the Grand Canyon.
review_5e434da02b38cf19550a807e :: I wasn't necessarily expecting a bumpy ride but I also never expected it to be so flawless.
review_250dd18ededa2f2e801b93f9 :: We have been on a small plane before and the ride has been a bit bumpy, so I was expecting about the same for this one."
explaining,,3,3,"review_cbe4d099bc688920d0a3a2b9 :: Later as Abi was explaining emergency in-flight procedures to us, correction, to my two sisters; it was as if I didn't exist.
review_6b1f41d7d9376e30f1be6051 :: From the beginning our Pilot (Eric) was so amazing explaining everything about the island.
review_bc5587ba8b5a0ff184eedaa0 :: The views are amazing and he does a great job explaining everything."
explanation,非情感/中性客观词,3,3,"review_41e89b2bd2015171811a3aad :: Our pilot Eddie provided a detailed explanation of everything we were viewing and made the flight really enjoyable.
review_105ba9efb69be55c10b265ee :: Paul's explanation of various features and geolog6 was very good.
review_5bc1dd064ce1bf7325638ddb :: No explanation was given that this was time we were to return from the canyon rim bus tour to catch our flight back."
explanations,非情感/中性客观词,3,3,"review_2323283c585daf50d725d5e4 :: full of explanations
review_4d079dc9f26b22e5cee4dac8 :: He gives detailed explanations of the stories and history of the places you fly over,as well as a very informative overview of Kauai's incredible history!
review_f5ff83b24533166f9a04eddb :: Nobody gave us any explanations or apologies."
extensive,,3,3,"review_910f36995494e03bebd4a468 :: The most unique aspect was Bruce's perspective on the flora, due to his extensive background in Agronomy.
review_e01e7e33a2e53a8b8dad0eb6 :: Mark had extensive knowledge of bear behavior.
review_e260da5ed867253b4fc60778 :: I appreciated Kim's extensive experience in flying that helped keep us safe, and he exercised the appropriate amount of caution and decided that it was best to turn back and not to try and force ourselves into a dangerous situation."
eye,非情感/中性客观词,3,3,"review_812312f6cb44d7e3c4fdfa1b :: A bird's eye view from above are just very inspiring.
review_2c1a37640a6578dcad237166 :: From the time we arrived ALL of you guy's were very welcoming and friendly and nothing seemed to much trouble, your counter staff we met on arrival took the time to show us a map of were we would fly, told us of features we should keep an eye out for and so MUCH more.
review_e337e31f64aeeda13feabe34 :: It was a great way to get a birds eye view of the island."
fascinating,,3,3,"review_4e12b4a1176793651a28a048 :: It was fascinating.
review_f5ca1940bb4b3b4a6ade99fa :: Could have stayed there for hours as it was so fascinating.
review_bc7fbcf3277bf94df5eb193e :: We all learned a great deal about the fascinating history and geology of the area."
father,,3,3,"review_1e9bbfdb8625a7a1c51c6e05 :: My sister, father and I thoroughly enjoyed our trip.
review_af98c8cc4e2124c9b58818f6 :: He may not want me saying this, but my father actually cried during the flight because of the beauty.
review_dafd17fb22d68e59bc4affa4 :: I chose to fly with Seawind Aviation on recommendation from my father who has had two previous tours with Steve Kamm."
fear,,3,3,"review_bc094451a516daefa055857a :: Since there were only two of us on the tour, it was private which was nice but if you have a fear of flying this would not be for you.
review_ae3359d7d7cf2f75db2d5d31 :: My husband has a fear of small planes so he was not so thrilled.
review_1a1601cda603ad2706af1666 :: We landed in the lake and got out on to the floats which was quite exhilarating but I did fear for the safety of us as you could quite easily slip off the floats into the freezing water ,"
floats,非情感/中性客观词,3,2,"review_d4fa1a7a54b252b2583388d6 :: Anyway, after landing in the water in the fjords, we were allowed to get out of the plane onto one of its floats without life vests.
review_1a1601cda603ad2706af1666 :: We landed in the lake and got out on to the floats which was quite exhilarating but I did fear for the safety of us as you could quite easily slip off the floats into the freezing water ,"
flyer,,3,3,"review_4ed9789654d1231bc278b4e3 :: Our pilot was fantastic -- superb flyer and provided knowledgeable commentary.
review_bbaec9c5463baf83affec963 :: The pilot was very knowledgeable about the history of the Napali Coast and he even checked on me (a couple of times) to make sure I was comfortable (I think he could sense that I'm not a good flyer).
review_8de5093de03f104bbd286daa :: I'm a nervous flyer so I was a little apprehensive about booking a helicopter flight but there was nothing to worry about."
fog,非情感/中性客观词,3,2,"review_ac2b3afeaa4e0accf96587fb :: These are the Misty Fjords for a reason, and when there are low clouds and fog they can be a bit too misty.
review_843844b6777d94fde76c454a :: Shortly after take off we couldn't see anything from the windows for the 50 min flight to the South Rim Grand Canyon because of rain clouds / fog.
review_843844b6777d94fde76c454a :: There were 14 of us and we transferred to a Maverick bus and went to x2 viewpoints on the canyon rim but there was nothing to see it was completely enveloped in thick swirling fog."
follow,非情感/中性客观词,3,3,"review_ced58d8c691f443c16cbfe37 :: Some of it was so technical I couldn't follow along but it was really neat.
review_0f3f96f0d8ddde5849fdb605 :: If you have not read the other reviews you should do so, this place lacks follow up - lacks the desentcy of calling up and confirming.
review_ed42ef9dc4fa813cfcacdfdb :: I could tell my son started getting a little frustrated because he couldn't follow all of the pilot's information pointed out, but I was able to tell him to just relax and enjoy, there is no quiz afterwards, and he was much better after that just soaking in the sights."
forever,,3,3,"review_67c3de38bfa913dff6ab24c7 :: We will remember this forever
review_83fe4d7e7dc015a14d52be74 :: Spectacular, awesome, breath taking, larger than life are the first words that come to mind and I could go on forever.
review_ed42ef9dc4fa813cfcacdfdb :: It is an experience my family will remember forever."
forgot,非情感/中性客观词,3,3,"review_07b74d25ca8cca39cb34a0be :: I forgot the name of the pilot but he was the oldest pilot in their team and it was my bad luck that I had to fly with him.
review_5d1ed7c73f280b31c37e8a26 :: Also, if you decide to do this, I hope you get Bill (forgot to get his last name) as your pilot.
review_e4cd1a8f00e8148f6f1f053c :: I was a little nervous about going on a small plane, but once we got started I forgot all that and enjoyed the ride."
formed,,3,3,"review_6e26cab593dc66b15f99cf0a :: I learned so much about how the glaciers, mountains and waterways were formed.
review_337148ea4fdca09d1b9bbdc9 :: Nate took us to the very top of the island and was able to fly into the actual crater that formed Kauia.
review_f13d690b80448a831089b15d :: The pilot was nice and very knowledgeable about the history of the island as we flew over old volcano craters & how they formed Kauai."
ft,非情感/中性客观词,3,3,"review_9406c0f7b673118b01c4a820 :: We landed approx 11,000 ft.
review_f63c57ac2ae27b8085da9201 :: The trip itself is amazing and spectacular, something to truly be seen in person; pictures don't capture the scale of the canyon (4,000 ft to the bottom!
review_5bc1dd064ce1bf7325638ddb :: When we landed at the base of the canyon you are pointed in the general direction of the river and told to find your own way down to the boat which is about 500ft down a rock track - the whole way along people coming up were asking us the way back to the helicopter pad."
fuel,非情感/中性客观词,3,3,"review_65d0a54805e601aa5a524fcc :: Unfortunately, their smaller plane did not have enough fuel and since it would take more time to refuel the plane they took us flying in the original larger plane, at the expense of their profit.
review_8004c02b664a326a3d504152 :: 5 stars not 5 as the plane was old - you could tell from the seats, wing nuts, fuel leaks, scratches on the window etc.
review_300f9baf05912fc8f616fd90 :: They just get fuel from the major companies there."
gain,非情感/中性客观词,3,3,"review_9876556ef47117a9c27fced8 :: You fly along the coast at about 1000’ looking at the sites then you gain a little altitude and go across the city viewing Golden Gate Park and the Presidio.
review_c39dc7379a12552fa62d8ddd :: Unfortunately on the day of our trip temperatures at the base of the Canyon hit 47 degrees and the helicopter and boat trip had to be cancelled as it was too hot for the copters to gain the lift needed to take off.
review_bbdca525e695fbe2a6739745 :: Flying over and through the canyon really helped us gain more perspective on the vastness of the Canyon."
garden,非情感/中性客观词,3,3,"review_f486131a76d495cf9d39fbf2 :: She was very friendly and gave me a flower from her garden to put in my hair and a lei.
review_979ebaf5ccd3b94c095ddf1a :: Thank you so much , seeing the beauty of the whole garden of Kauai was once in a lifetime experienced !
review_db74d5284151102805e658b1 :: The captain was very knowledgeable and nice - plus he gives the women flowers picked fresh from his garden."
gate,非情感/中性客观词,3,3,"review_291988db94de25fedef72be3 :: When our commercial plane arrived in Lihue, we saw this yellow bi-plane parked near where we taxied in to our gate.
review_e68e4472a8fa5075641e96df :: I called when our flight was approaching the gate at the airport to let them know we had arrived and that they could come and pick us up from the dock below the airport.
review_ef3400a1cb611df6077d7a8d :: It is a very interesting ride where you can fly over the golden gate and as well see San Francisco from the sky."
geography,非情感/中性客观词,3,3,"review_867c2a2af7cf3033fc36828a :: Was disappointed that our pilot didn't give us any narration or information about the history and geography of the land and we were unable to ask or communicate with him as mics were not active.
review_da5906a18a3d4524aa1c151f :: The flight was interactive, as if we were flying the plane, Eric informed us on history, geography, and cultural importance on the island.
review_ed42ef9dc4fa813cfcacdfdb :: Our pilot Mark was phenomenal; very skilled in flying, knowledgeable on the geography of the Grand Canyon, and entertaining."
golf,非情感/中性客观词,3,2,"review_254f46e4a5fb0f6c7e0c50cd :: The pilot stopped the golf cart near the hangars and asked us to click the links and do the review on the spot…and then he checked our phones to see that the reviews were completed with a thank you screen showing.
review_254f46e4a5fb0f6c7e0c50cd :: It seems all they have is a parking spot on the tarmac and a golf cart that they use to get customers directly from their cars.
review_342e110195857bea58aeaba7 :: We saw the whole island, the coffee plantations, Waimea (Grand) Canyon, the famous waterfalls in Jurassic Park, the Na Pali Coast, the beaches and golf courses, Julia Robert's house and even a whale slapping the water with his fluke."
gone,非情感/中性客观词,3,3,"review_ff5e537b325ec18fe1935ae5 :: Turned up for our helicopter flight to be told that they had gone back to Trip advisor to say the time we booked wasn’t available - we were not advised of this.
review_feb8e8b8f877bcebb986186f :: We've gone on multiple trips in the summer with Talkeetna Air, including glacier landings which were equally awesome but our destination to an Iditarod Checkpoint during the race was something we'll never forget.
review_d4fa1a7a54b252b2583388d6 :: If she had fallen in the water, with her parka and heavy clothing, she would have definitely gone under."
gratuity,非情感/中性客观词,3,1,"review_23cf34800c98795a842db371 :: They told us that tax and gratuity were not included and if we want to pay by credit card we should call one day before or we will need to pay by cash to the pilot.
review_23cf34800c98795a842db371 :: The same lady who took my credit card confirmed the tax was $20 and the rest was for gratuity I said I only authorised the tax charge and I already tipped the pilot and that I never authorised them to do that on my credit card.
review_23cf34800c98795a842db371 :: What was not transparent was they didn't itemise the tax charge of $20 in my $110 invoice but indicated it all as GT for gratuity."
guest,,3,1,review_4899b603a9d2f1beb416a798 :: This company makes guest violently ill and then act aggressively toward the guest in a hostile manner causing the guest to become fearful of their personal safety.
guided,,3,3,"review_7b8fca9fb1b20483fadf5af6 :: The team checked us in and guided us to Wailua falls that was hardly 5 miles from their office which I covered in 40 min.
review_a8e08d3e333554d846e6a0c3 :: Flying over the enormous Tangass national forest our pilot, Brentwood with 'just' 47 flying years, made us all feel completely at ease as he guided the plane up over snow topped mountains and eventually dropped down and landed on Nooya lake.
review_442bd14270e4cf874af0ab43 :: As we got underway, Mark guided us in the proper way to group ourselves in case we encountered a bear on the trail."
guides,非情感/中性客观词,3,3,"review_3ba1137cb1b4e9207840a231 :: Starting with Molly the office manager to the pilots and guides.
review_d2bec531def2b0cf2296f311 :: Our guides suggested TAT so we decided to do the green route and land on the Tokositna Glacier.
review_442bd14270e4cf874af0ab43 :: Taquan runs a great airline, they employ an enthusiastic and knowledgeable staff (including expert guides), and our safety was their priority from start to finish."
guys,非情感/中性客观词,3,3,"review_ded2756f3fc6da5f28108464 :: Nice guys, professional pilot, good plane, easy landing.
review_5e434da02b38cf19550a807e :: ) You guys, the red plane looks absolutely stunning in every photo we took.
review_c3f460d4aaa80dae038e0054 :: We looked into options to see it from the sea or air and founds these guys and are so glad we did."
happen,非情感/中性客观词,3,3,"review_bbf12aaf52ffd1f8f514701a :: Even though the planned flight couldn’t happen due to conditions, we we’re able to take an alternate flight, and Chris made sure it was worth our time and money.
review_5602d1746728a5b6cc1ad7ef :: Although we were scheduled for a glacier landing, they thought it would not happen, but gave us boots, just in case.
review_5acad42fcb96595910c9a410 :: We booked directly on Mavericks website and paid the retail price exactly so this would not happen, even scheduled at the very beginning of our 2 day trip in case something happened and a reschedule was necessary."
heading,,3,2,"review_50ad674985c5646672bc62e8 :: We took off on Ketchican Harbour down the side of our ship before heading across mountains that are awesomely beautiful.
review_50ad674985c5646672bc62e8 :: We stayed for about 20 minutes before taking off again and headed across more lakes and massive mountains for ages before heading back and landing on Ketchican Harbour.
review_3be86b281748fcad0f0f0b34 :: We flew over the canyon for about half an hour before heading back over the rim and back to the airport."
heart,,3,3,"review_71241e031e521f6c6963b901 :: I did not get the lady's name during my mini meltdown but I thank her from the bottom of my heart.
review_50087c058cc38daa21b82926 :: At one time I found myself with my hand over my heart or on my cheer just in amazement.
review_208f19d09967b7a1a0022825 :: Overall I was very pleased with this experience and would do it again in a heart-beat!"
heights,非情感/中性客观词,3,2,"review_232a87a44ddf7a8ae2f7daab :: My partner and I had never been in a helicopter before, and she is scared of heights, but BJ our pilot was excellent, he talked us through the journey and was informative about what we were seeing, he gave some background and history of the area, and put us totally at ease.
review_232a87a44ddf7a8ae2f7daab :: We flew from the Grand Canyon airport and everything went like clockwork, BJ checked if he had anyone on board that was afraid of heights, and the trip was incredibly smooth, the helicopter had good visibility and seated 7 passengers though we only had 5 on our trip, an excellent insight into the canyon for our first glimpse.
review_2b9c272ff392f8ee6495f4ba :: If you are afraid of heights or prone to nausea, take a dramamine (gravol) tablet, but I was fine without it!"
held,,3,3,"review_e68e4472a8fa5075641e96df :: We we got to the desk and told them who we were we found out the plane that we were supposed to be on that was being held for us to get on after we had arrived had already left.
review_a49c3b4b417661efc807e243 :: The only issue is that we waited for another couple who had also reserved the flight, and they never showed, which held us up.
review_942191570bc6c27e6f1ef0b4 :: He was only friendly to another family that were on the plane with us and offered to take pictures for them and held conversations with them."
helping,,3,3,"review_d780f91654b1c9f99a2a236a :: And want to give a BIG shout out to Allysa Keogh for staying late and helping us pick out gifts jewelry, bags and coffee mugs.
review_208f19d09967b7a1a0022825 :: Our pilot was great in helping him feel better during the ride but I would definitely recommend using a patch or Dramamine before hand if needed.
review_8004c02b664a326a3d504152 :: The first one next to the pilot requires helping the pilot a bit but is probably the best one specially if you are tall enough to see thru the front window as well."
higher,,3,3,"review_585fd4de71474864f99ab2f5 :: There are several other services that provide much more exciting experiences for a moderate higher cost.
review_ae3359d7d7cf2f75db2d5d31 :: I will say that you will be flying higher than the helicopters so keep that in mind.
review_dc71022ec47fe7e7dad91e8d :: The top of the window was below my chin when sitting on that bench, it's much higher than the seats."
historical,,3,3,"review_7e2201b48b681475df75ef1a :: He told facts about the park as well as interesting historical facts.
review_03a8176b0cded4dbc878970a :: Our pilot, Daniel, pointed out interesting geological and historical places as we passed over them.
review_8526d5406704b59e5a5405e4 :: Our pilot was tremendous and full of great knowledge in historical information."
holding,,3,2,"review_d4fa1a7a54b252b2583388d6 :: Following the pilot's request, my teenage daughter, who was second in line from the front, decided to pass the girl in front of her who was holding on to the last piece of equipment on the front part of the fuselage.
review_d4fa1a7a54b252b2583388d6 :: So now my daughter, who is not a very good swimmer, ended up balancing herself without holding onto anything near the front of the float.
review_65d0a54805e601aa5a524fcc :: While doing our research, we came across groups that would change the price depending on the discount coupon/magazine you're holding."
hotels,非情感/中性客观词,3,3,"review_d1c46ed35c8ceeb268f8f53b :: Please be warned you spend 2 hours before you leave picking up guests from other hotels and then the same in return, so a 7.
review_23cf34800c98795a842db371 :: 50/ hour at restaurants/ hotels who rely on tipping for their living.
review_fa92cbdda379d432800e6f24 :: Tip to Travellers - Make sure you get a Bus Pass at the Transportation Desk immediately upon your return to Boulder City Airport for the included free shuttle back to the Vegas hotels."
hrs,非情感/中性客观词,3,3,"review_5a026e7a079885b0a8041d9e :: And we got very good views, total ride time was 2 hrs.
review_f5ca1940bb4b3b4a6ade99fa :: They allowed us 1-1 1/2 hrs before we headed back.
review_79b833d433db85183bfe559d :: Spent about 2-3 hrs on land with her."
include,非情感/中性客观词,3,3,"review_cbe4d099bc688920d0a3a2b9 :: She didn't bother to look at me or include me in that conversation.
review_3963a4b1d1721e7387a3d1c1 :: Make sure to include the glacier landing as part of your trip.
review_dc71022ec47fe7e7dad91e8d :: The 3-hour flight was supposed to include, as Lindsay explained in person right before the flight, a glide down into the canyon, a memorable experience only a plane could provide."
initial,,3,3,"review_65d0a54805e601aa5a524fcc :: Our initial conversation during the data gathering and reservation was candid, honest and direct without any high-pressure sales.
review_9709658ca472693848c0fd99 :: From my initial contact by phone to the perfect smooth landing back at the Talkteena airstrip, everyone was super nice and competent.
review_8de5093de03f104bbd286daa :: The initial part of the flight is over a woodland between the airport and the south rim, during this part of the flight the helicopter stays quite low to the ground which gives you time to get used to the idea of being in a helicopter before you get to the canyon edge and the once you get to the canyon there is so much to look at there isn't time to be nervous!"
initially,,3,3,"review_6b1f41d7d9376e30f1be6051 :: Initially we decided to skip the tour then we decided in the last minute.
review_82fa51f340e5d40b643cbd7e :: We initially wanted to do a boat tour of the Napali Coast but could not since we had a five month old.
review_371d97ab086d05f4b8dd720f :: Much to our and our kids' disappointment, our morning flight was initially cancelled because of smoke from forest fires."
instructions,非情感/中性客观词,3,3,"review_2a211e66566d9506094042c7 :: Once outside by the plane, we had additional instructions and it made us all feel quite secure.
review_f5ca1940bb4b3b4a6ade99fa :: We were given our instructions and loaded on the plane.
review_d4fa1a7a54b252b2583388d6 :: She said no because she was following the pilots instructions and practically could not get back because the float by now was packed with most of the 10 passengers and the pilot."
instructor,非情感/中性客观词,3,3,"review_cbe4d099bc688920d0a3a2b9 :: My ex-husband was a private pilot and flight instructor so I am aware and understand how weight and balance works.
review_d3344afb3778097e79588e15 :: I purchased a flight with Bruce ( instructor) for a refresher for my husband who has not flown in years.
review_a656c6b756028f860463f7a4 :: Our pilot/instructor/guide, Jacob, let me fly while my wife did the photos from the back seat."
itinerary,非情感/中性客观词,3,3,"review_a16674769364bddb39438f8b :: As Gayle described our itinerary for the day, I could hardly believe how much we would experience in just 8 hours.
review_c3f460d4aaa80dae038e0054 :: We included Kauai on our itinerary to see the Na Pali trail only to discover it has been closed for over a year.
review_a0e5554c9ea393f975ce70db :: Eric, my son, Tina his wife, and I were happy that we had added a Talkeetna Air Taxi flight that included a glacier landing to our itinerary."
jacket,非情感/中性客观词,3,3,"review_b6566a20ab2c573fdf5f18b8 :: Didn't need a jacket but take sunglasses!
review_ae3359d7d7cf2f75db2d5d31 :: Carry a light jacket.
review_0c2e779b1a3abee202ca96af :: Wear warm socks and a light jacket."
known,非情感/中性客观词,3,3,"review_01947c281697b80abc4bbfae :: You feel like you have known them for years!
review_979ebaf5ccd3b94c095ddf1a :: He described all of the history of the island that we wouldn't have known!
review_91b5ac257e996a4c3bfffe58 :: If I had it do over again, the only thing I'd do differently is that I'd take this flight at the beginning of my trip so that we could visit some of the places that we saw from above but which I would not have otherwise known even existed."
lakes,非情感/中性客观词,3,3,"review_50ad674985c5646672bc62e8 :: We stayed for about 20 minutes before taking off again and headed across more lakes and massive mountains for ages before heading back and landing on Ketchican Harbour.
review_9cae3998ff626d8d281e3d98 :: It was an amazing experience to fly by a small airplane from Talkeetna to the Denali Park’s mountains top where we landed over the Glacier on the top of the mountains and walk over the beautiful snow in the middle of the summer watching this breath taking blue ice lakes
review_b4bead6114e21d906db86f66 :: We landed on a dock in the middle of the one of the lakes which was very picturesque."
lands,非情感/中性客观词,3,3,"review_e4cd1a8f00e8148f6f1f053c :: He lands the plane on a lake and everyone gets out to spend some time in the middle of nowhere.
review_87cfcc6ea5dc27390610d5ab :: He's also an excellent photographer so be sure to have him take your picture when he lands the plane at the floating dock.
review_af98c8cc4e2124c9b58818f6 :: After the first 10 mins over the flat lands before the park, we went into a cloudy mountain range."
landscape,非情感/中性客观词,3,3,"review_c42ba42468c6eebef97f3663 :: The landscape was so unique and IMHO is best appreciated from the air.
review_e4cd1a8f00e8148f6f1f053c :: There is so much to see and such beautiful landscape, pictures just don't do it justice.
review_f636b160dcd5b8cb35245d33 :: The pilots were very, very lovely and allowed the passengers to go to the cockpit to take photos as we were flying over the amazing landscape."
light,,3,3,"review_84567c3c81f2c0470c53f784 :: The sunset trip was great as we got to see Hoover dam, Lake Mead and the Grand Canyon by the light but by the time the sun went down, we had returned to the strip and we got to see the lights of Vegas.
review_ae3359d7d7cf2f75db2d5d31 :: Carry a light jacket.
review_0c2e779b1a3abee202ca96af :: Wear warm socks and a light jacket."
lived,,3,3,"review_8694980b471053b8d4925ffb :: I've lived in Miami for 16 years and it was the first time I saw it from the sky.
review_6466b9ab383b5a4f1fdda53c :: I've lived in the Bay Area all my life and this was perhaps the most spectacular viewing I've had of San Francisco and the bay.
review_b7057b38356e6f4a373a9626 :: Definitely lived up to, and even surpassed our expectations, even with a little air sickness."
loaded,,3,3,"review_5d1ed7c73f280b31c37e8a26 :: I know I sound like a commercial, but this was a fantastic experience in a place loaded with fantastic experiences.
review_f5ca1940bb4b3b4a6ade99fa :: We were given our instructions and loaded on the plane.
review_b000df598ef420c3db6a55b4 :: We loaded back up in the plane and headed back to the airport."
logistics,非情感/中性客观词,3,2,"review_65d0a54805e601aa5a524fcc :: This is followed by the first in-person conversation where they Bruce and Ellen warmly invited us into their office to collect additional information and address other flying logistics, rather than dealing with the customer at the counter.
review_65d0a54805e601aa5a524fcc :: They are also well prepared with some interesting reading materials while the customers wait for the plane logistics to work out.
review_442bd14270e4cf874af0ab43 :: For any tourists taking a float plane to Anan Creek, it is important to be aware that at low tide there can be significant logistics regarding where/how you get to the Anan Creek trailhead."
lost,,3,3,"review_520ec648c1870a6850cda010 :: He then proceeds to claim they were NEVER going to actually send us OUR video, that they don't keep them even for a day, so its lost.
review_ae3359d7d7cf2f75db2d5d31 :: We were late because of the kids and cause we got lost.
review_5bc1dd064ce1bf7325638ddb :: We missed our showtime which meant we lost $520 worth of show tickets."
majesty,非情感/中性客观词,3,3,"review_7610caa1138d8b33b74c4e88 :: Taking the whole scene in by air is maybe the best way to understand the size and majesty of the canyon.
review_f1afb11c14a20df3c0e654e1 :: Words simply cannot describe the jaw dropping majesty of this flight.
review_b000df598ef420c3db6a55b4 :: There’s nothing that can compare to seeing the enormity and majesty of the range and that mountain up close."
man,非情感/中性客观词,3,2,"review_683e95f01306eac2d85eff49 :: It has always been my dream to take a flight seeing tour with a glacier landing and man-oh-man did K2 deliver!
review_300f9baf05912fc8f616fd90 :: The tour was so much fun, the young man was very informative."
microphone,非情感/中性客观词,3,2,"review_342e110195857bea58aeaba7 :: The pilot talked to us through our headphones and we asked questions using a microphone.
review_c2c31e6361e803f4ae0a088d :: I tried to talk over the microphone to ask him to explain the left side sceneries, as well.
review_c2c31e6361e803f4ae0a088d :: But the microphone was not working."
mile,非情感/中性客观词,3,3,"review_417440d433c62ab1d44cb99c :: The pilot was so nice and the staff including the shuttle driver went the extra mile in helpfulness and showed their generosity by celebrating our anniversary with complimentary ""Alaska Beers"" !
review_ae3359d7d7cf2f75db2d5d31 :: They do go the extra mile.
review_442bd14270e4cf874af0ab43 :: We then set out on the approximately two-thirds of a mile hike up to the bear viewing area."
minimal,,3,2,"review_4a15fdfae12d02ca4c3ad176 :: Don't arrive too early though - there waiting area is unattended and minimal.
review_4a15fdfae12d02ca4c3ad176 :: The boarding facilities are minimal also, and it is a seaplane!
review_8295718c50c0d477c12247a6 :: Instead of seeing a flight through your camera lens you can order a CD of your personalized tour for a minimal cost--all this and it still doesn't cost as much as a helicopter tour."
